booking_id,user_id,technician_id,service_category,problem_description,booking_date,status,final_cost,rating,simulated_distance_deg
237,217,11,painter,Exterior balcony walls need weather-resistant paint.,2025-12-29 15:28:19.898493,Completed,1179,5.0,0.0188
238,289,127,carpentry,New office desk needs professional assembly.,2025-06-12 15:28:19.898493,Canceled,0,,0.1116
239,270,124,air condition,"AC deep cleaning, bad smell coming from vents.",2025-06-01 15:28:19.898493,Completed,142,3.0,0.0451
240,356,162,carpentry,"Bathroom cabinet door fell off, need repair.",2025-08-14 15:28:19.898493,Completed,148,3.0,0.3944
241,260,170,fridge/freezer,"Fridge temperature too warm, food spoiling.",2025-09-03 15:28:19.898493,Completed,356,4.0,0.141
242,2,35,carpentry,Antique wooden table has cracks and needs restoration.,2025-07-12 15:28:19.898493,Canceled,0,,0.0096
243,441,92,fan,Ceiling fan wobbling dangerously when spinning.,2025-10-29 15:28:19.898493,Completed,366,4.0,0.0309
244,403,129,fridge/freezer,Ice maker in the fridge stopped working.,2026-03-13 15:28:19.898493,Completed,1072,5.0,0.3968
245,320,114,fan,Replace old ceiling fan with a modern one.,2025-09-17 15:28:19.898493,Completed,756,4.0,0.1642
246,2,141,carpentry,Wall-mounted bookshelf needs professional installation.,2025-11-19 15:28:19.898493,Completed,590,4.0,0.0417
247,71,16,carpentry,Kitchen cabinet hinges are broken.,2025-09-06 15:28:19.898493,Canceled,0,,0.0327
248,251,196,air condition,Split unit filter and coil cleaning.,2025-04-10 15:28:19.898493,Canceled,0,,0.0208
249,171,11,painter,Exterior balcony walls need weather-resistant paint.,2025-05-06 15:28:19.898493,Completed,1179,5.0,0.0465
250,415,71,oven/cooker,"Smell of gas near the stove, need urgent check.",2026-03-22 15:28:19.898493,Completed,324,2.0,0.1698
251,426,12,painter,Decorative accent wall with two-tone color.,2026-03-31 15:28:19.898493,Canceled,0,,0.1438
252,316,69,dish,New receiver programming and channel scan.,2026-02-26 15:28:19.898493,Canceled,0,,0.4372
253,213,100,plumbing,The water heater is making strange noises and water is cold.,2025-06-12 15:28:19.898493,Completed,333,3.0,0.0913
254,332,137,dish,Mount a 65-inch TV on the bedroom wall.,2026-02-09 15:28:19.898493,Completed,380,4.0,0.4134
255,360,85,plumbing,"Need the water heater replaced, it's rusty and old.",2025-12-02 15:28:19.898493,Completed,786,4.0,0.0208
256,156,66,oven/cooker,Microwave sparking inside when turned on.,2025-08-09 15:28:19.898493,Completed,832,5.0,0.009
257,35,79,dish,Hide TV cables inside the wall for clean look.,2025-05-16 15:28:19.898493,Canceled,0,,0.3854
258,171,140,home cleaning,Move-out cleaning for apartment handover.,2025-05-14 15:28:19.898493,Completed,714,4.0,0.0606
259,239,164,painter,Textured wall finish for the bedroom.,2025-12-19 15:28:19.898493,Completed,1308,5.0,0.1533
260,177,28,air condition,Wall-mounted AC unit installation with piping.,2025-09-19 15:28:19.898493,Completed,369,3.0,0.0929
261,303,81,electrical,Wiring for the new smart TV setup.,2026-01-28 15:28:19.898493,Completed,651,4.0,0.016
262,251,52,dish,Mount a 65-inch TV on the bedroom wall.,2025-05-03 15:28:19.898493,Completed,370,5.0,0.1202
263,126,87,fridge/freezer,Ice maker producing small or hollow ice cubes.,2026-01-18 15:28:19.898493,Completed,352,3.0,0.1181
264,206,151,air condition,AC is running but not cooling the room at all.,2025-09-09 15:28:19.898493,Canceled,0,,0.4004
265,368,149,oven/cooker,"Gas cooker burner won't ignite, clicking sound.",2025-07-25 15:28:19.898493,Completed,597,2.0,0.1042
266,467,117,home cleaning,Move-in cleaning and sanitization for new home.,2025-05-05 15:28:19.898493,Completed,580,4.0,0.0214
267,137,71,oven/cooker,"Smell of gas near the stove, need urgent check.",2025-12-02 15:28:19.898493,Canceled,0,,0.0549
268,196,137,dish,Need to install a new satellite dish on the roof.,2025-06-13 15:28:19.898493,Completed,380,4.0,0.1148
269,194,116,painter,Minor wall touch-ups after furniture was moved.,2025-11-20 15:28:19.898493,Completed,468,5.0,0.2992
270,399,103,fan,Stand fan oscillation mechanism is broken.,2026-03-09 15:28:19.898493,Completed,248,3.0,0.021
271,493,3,plumbing,Need help installing a new washing machine drain.,2025-06-04 15:28:19.898493,Completed,566,4.0,0.2826
272,356,157,fridge/freezer,"Fridge temperature too warm, food spoiling.",2025-10-23 15:28:19.898493,Canceled,0,,0.4113
273,409,20,carpentry,Fixing a broken leg on the dining table.,2025-04-06 15:28:19.898493,Completed,447,3.0,0.0295
274,138,5,painter,Need to repaint the living room walls.,2025-11-28 15:28:19.898493,Canceled,0,,0.0385
275,67,20,carpentry,Fixing a broken leg on the dining table.,2025-07-31 15:28:19.898493,Completed,298,3.0,0.0328
276,428,17,fridge/freezer,"Freezer not freezing, ice cream melting.",2025-07-10 15:28:19.898493,Completed,458,4.0,0.3977
277,74,66,oven/cooker,"Smell of gas near the stove, need urgent check.",2026-02-13 15:28:19.898493,Completed,1248,4.0,0.373
278,106,130,dish,Need to install a new satellite dish on the roof.,2026-02-03 15:28:19.898493,Completed,208,3.0,0.0151
279,309,11,painter,Need to repaint the living room walls.,2025-04-29 15:28:19.898493,Completed,786,4.0,0.443
280,484,33,home cleaning,"Post-renovation deep cleaning, lots of dust.",2025-08-02 15:28:19.898493,Completed,526,4.0,0.0199
281,141,156,oven/cooker,Microwave sparking inside when turned on.,2025-05-03 15:28:19.898493,Completed,494,4.0,0.014
282,49,19,carpentry,Need custom shelves built for the living room.,2026-01-24 15:28:19.898493,Completed,466,3.0,0.3408
283,309,169,electrical,Wall outlet stopped working and smells like burning.,2026-03-15 15:28:19.898493,Canceled,0,,0.3115
284,384,149,oven/cooker,Stove top electric coil needs replacement.,2026-03-09 15:28:19.898493,Completed,597,3.0,0.0159
285,159,178,plumbing,Need help installing a new washing machine drain.,2025-05-06 15:28:19.898493,Completed,572,4.0,0.1419
286,390,58,plumbing,Need help installing a new washing machine drain.,2025-07-03 15:28:19.898493,Canceled,0,,0.2712
287,304,15,carpentry,Assembling a new IKEA wardrobe.,2025-04-29 15:28:19.898493,Canceled,0,,0.3111
288,197,108,painter,Front gate needs rust removal and repainting.,2026-03-14 15:28:19.898493,Canceled,0,,0.118
289,376,61,carpentry,Assembling a new IKEA wardrobe.,2025-09-15 15:28:19.898493,Canceled,0,,0.2408
290,435,116,painter,Minor wall touch-ups after furniture was moved.,2025-07-08 15:28:19.898493,Completed,468,5.0,0.042
291,227,71,oven/cooker,Microwave sparking inside when turned on.,2025-09-05 15:28:19.898493,Completed,216,4.0,0.0075
292,136,170,fridge/freezer,"Fridge temperature too warm, food spoiling.",2025-05-04 15:28:19.898493,Canceled,0,,0.1323
293,3,47,air condition,"AC deep cleaning, bad smell coming from vents.",2026-01-01 15:28:19.898493,Completed,469,4.0,0.2736
294,132,129,fridge/freezer,"Fridge temperature too warm, food spoiling.",2025-09-21 15:28:19.898493,Completed,1072,5.0,0.0064
295,96,39,fan,Replace old ceiling fan with a modern one.,2025-10-11 15:28:19.898493,Canceled,0,,0.3941
296,169,163,painter,Fresh paint job for the entire apartment.,2025-05-01 15:28:19.898493,Completed,918,5.0,0.0313
297,428,17,fridge/freezer,Water pooling under the fridge.,2025-07-10 15:28:19.898493,Canceled,0,,0.3977
298,498,100,plumbing,Dishwasher water line needs professional installation.,2026-01-16 15:28:19.898493,Canceled,0,,0.1504
299,277,78,fan,"Ceiling fan stopped working, no rotation.",2025-09-22 15:28:19.898493,Completed,694,4.0,0.1532
300,161,163,painter,Exterior balcony walls need weather-resistant paint.,2025-04-12 15:28:19.898493,Canceled,0,,0.3015
301,366,80,fan,"Ceiling fan stopped working, no rotation.",2025-06-04 15:28:19.898493,Canceled,0,,0.3997
302,292,144,plumbing,"Toilet is constantly running, wasting water.",2026-03-27 15:28:19.898493,Canceled,0,,0.3053
303,95,27,fan,Attic ventilation fan installation needed.,2025-08-05 15:28:19.898493,Completed,380,4.0,0.0239
304,143,41,electrical,Wiring for the new smart TV setup.,2025-11-29 15:28:19.898493,Completed,396,3.0,0.0983
305,108,71,oven/cooker,Microwave sparking inside when turned on.,2025-09-09 15:28:19.898493,Canceled,0,,0.0284
306,437,5,painter,Exterior balcony walls need weather-resistant paint.,2025-11-29 15:28:19.898493,Completed,714,3.0,0.1616
307,174,150,oven/cooker,"Smell of gas near the stove, need urgent check.",2025-09-15 15:28:19.898493,Completed,1419,5.0,0.0374
308,66,120,dish,"Dish was damaged in wind storm, needs fixing.",2026-01-18 15:28:19.898493,Completed,248,3.0,0.4506
309,10,91,home cleaning,"Post-renovation deep cleaning, lots of dust.",2026-01-13 15:28:19.898493,Completed,586,4.0,0.0097
310,370,137,dish,Hide TV cables inside the wall for clean look.,2025-06-22 15:28:19.898493,Completed,380,4.0,0.0203
311,138,120,dish,"Dish was damaged in wind storm, needs fixing.",2025-08-08 15:28:19.898493,Completed,248,4.0,0.0437
312,205,114,fan,Pedestal fan making grinding noise.,2025-09-24 15:28:19.898493,Completed,756,4.0,0.1478
313,11,42,home cleaning,"Carpet cleaning, multiple rooms, heavy stains.",2025-12-11 15:28:19.898493,Canceled,0,,0.1631
314,321,76,air condition,Air conditioner gas recharge needed.,2025-10-02 15:28:19.898493,Completed,1179,5.0,0.152
315,204,163,painter,"Ceiling has water stains, needs scraping and repainting.",2026-02-27 15:28:19.898493,Completed,918,5.0,0.039
316,280,98,oven/cooker,"Gas cooker burner won't ignite, clicking sound.",2025-05-13 15:28:19.898493,Canceled,0,,0.4058
317,376,188,electrical,Half the lights in the apartment went out suddenly.,2026-02-21 15:28:19.898493,Completed,1758,5.0,0.0276
318,4,18,painter,Bathroom ceiling paint is peeling off.,2025-07-25 15:28:19.898493,Completed,466,4.0,0.0482
319,22,54,oven/cooker,Microwave sparking inside when turned on.,2026-02-25 15:28:19.898493,Completed,272,5.0,0.0922
320,362,5,painter,Textured wall finish for the bedroom.,2026-03-08 15:28:19.898493,Canceled,0,,0.4203
321,449,63,carpentry,New office desk needs professional assembly.,2025-11-01 15:28:19.898493,Completed,207,3.0,0.1373
322,46,156,oven/cooker,"Gas cooker burner won't ignite, clicking sound.",2026-01-04 15:28:19.898493,Completed,741,5.0,0.0396
323,106,99,dish,New receiver programming and channel scan.,2026-03-16 15:28:19.898493,Completed,568,3.0,0.3973
324,321,137,dish,Need TV wall mounted in the living room.,2025-07-05 15:28:19.898493,Canceled,0,,0.1459
325,401,28,air condition,Air conditioner is leaking water inside the house.,2025-12-29 15:28:19.898493,Canceled,0,,0.0377
326,291,150,oven/cooker,"Oven not heating up, food stays raw.",2025-08-12 15:28:19.898493,Completed,946,5.0,0.1144
327,423,123,plumbing,"Need the water heater replaced, it's rusty and old.",2025-10-13 15:28:19.898493,Completed,552,5.0,0.0396
328,235,36,electrical,Need to install new LED light fixtures in the kitchen.,2026-03-27 15:28:19.898493,Completed,571,5.0,0.0208
329,57,54,oven/cooker,"Oven door won't close properly, heat escaping.",2025-05-16 15:28:19.898493,Completed,816,4.0,0.008
330,176,153,fan,Need to install a new ceiling fan in the bedroom.,2026-01-12 15:28:19.898493,Completed,208,4.0,0.0054
331,28,194,fridge/freezer,Ice maker producing small or hollow ice cubes.,2025-07-01 15:28:19.898493,Completed,476,4.0,0.0766
332,248,43,fan,Replace old ceiling fan with a modern one.,2025-09-21 15:28:19.898493,Completed,496,4.0,0.0954
333,140,73,oven/cooker,Microwave turntable stopped spinning.,2025-05-23 15:28:19.898493,Canceled,0,,0.3981
334,174,195,dish,Run cable from dish to multiple rooms.,2025-07-31 15:28:19.898493,Canceled,0,,0.0281
335,83,180,home cleaning,"Post-renovation deep cleaning, lots of dust.",2026-03-25 15:28:19.898493,Canceled,0,,0.0259
336,331,35,carpentry,Antique wooden table has cracks and needs restoration.,2025-05-13 15:28:19.898493,Completed,238,3.0,0.1437
337,247,126,home cleaning,"Carpet cleaning, multiple rooms, heavy stains.",2026-01-18 15:28:19.898493,Canceled,0,,0.1726
338,291,150,oven/cooker,"Gas cooker burner won't ignite, clicking sound.",2025-06-17 15:28:19.898493,Completed,1419,5.0,0.1144
339,317,123,plumbing,The toilet won't flush properly.,2025-09-05 15:28:19.898493,Canceled,0,,0.3705
340,313,182,painter,"Ceiling has water stains, needs scraping and repainting.",2025-10-21 15:28:19.898493,Completed,928,5.0,0.0182
341,473,65,plumbing,Need help installing a new washing machine drain.,2025-06-15 15:28:19.898493,Completed,452,4.0,0.0209
342,14,157,fridge/freezer,Refrigerator makes loud humming noise.,2025-05-02 15:28:19.898493,Completed,848,3.0,0.3198
343,481,86,painter,Fresh paint job for the entire apartment.,2025-09-26 15:28:19.898493,Completed,378,3.0,0.4172
344,460,80,fan,Attic ventilation fan installation needed.,2026-02-03 15:28:19.898493,Canceled,0,,0.1197
345,277,152,painter,Minor wall touch-ups after furniture was moved.,2025-09-19 15:28:19.898493,Canceled,0,,0.1292
346,345,184,air condition,AC is running but not cooling the room at all.,2025-11-21 15:28:19.898493,Canceled,0,,0.2482
347,111,116,painter,Fill holes and repaint where old shelves were mounted.,2026-03-09 15:28:19.898493,Completed,468,4.0,0.3533
348,356,15,carpentry,Assembling a new IKEA wardrobe.,2025-08-09 15:28:19.898493,Completed,214,4.0,0.4084
349,360,85,plumbing,"Bathroom pipe burst, flooding the floor!",2025-06-22 15:28:19.898493,Completed,786,4.0,0.0208
350,1,24,dish,Need TV wall mounted in the living room.,2025-04-07 15:28:19.898493,Completed,242,3.0,0.3641
351,443,134,fan,Bathroom exhaust fan is very noisy.,2025-05-27 15:28:19.898493,Completed,442,4.0,0.039
352,123,138,air condition,Need to install a new split unit in the bedroom.,2026-01-15 15:28:19.898493,Completed,561,3.0,0.0187
353,463,14,fridge/freezer,"Freezer frost buildup, can't close the door.",2025-05-20 15:28:19.898493,Completed,236,4.0,0.0266
354,240,184,air condition,"AC making loud noise, needs servicing.",2025-09-18 15:28:19.898493,Completed,182,4.0,0.1371
355,280,81,electrical,Need to install new LED light fixtures in the kitchen.,2025-05-18 15:28:19.898493,Completed,434,4.0,0.2513
356,148,55,plumbing,Need help installing a new washing machine drain.,2025-08-07 15:28:19.898493,Canceled,0,,0.0045
357,57,78,fan,Attic ventilation fan installation needed.,2025-06-30 15:28:19.898493,Completed,694,4.0,0.1455
358,387,87,fridge/freezer,"Fridge temperature too warm, food spoiling.",2025-06-18 15:28:19.898493,Completed,352,3.0,0.0135
359,393,50,electrical,Need to rewire the living room for extra outlets.,2025-09-05 15:28:19.898493,Completed,1635,4.0,0.4065
360,317,104,electrical,Chandelier replacement in the living room.,2025-10-06 15:28:19.898493,Canceled,0,,0.0256
361,172,27,fan,Bathroom exhaust fan is very noisy.,2026-02-19 15:28:19.898493,Canceled,0,,0.0568
362,139,164,painter,Fill holes and repaint where old shelves were mounted.,2025-05-29 15:28:19.898493,Completed,436,4.0,0.0985
363,358,63,carpentry,Need custom shelves built for the living room.,2025-09-22 15:28:19.898493,Completed,414,4.0,0.0176
364,20,27,fan,Attic ventilation fan installation needed.,2025-11-16 15:28:19.898493,Completed,570,4.0,0.1373
365,105,63,carpentry,"Bathroom cabinet door fell off, need repair.",2026-03-04 15:28:19.898493,Completed,414,4.0,0.1416
366,383,76,air condition,Split unit filter and coil cleaning.,2026-03-26 15:28:19.898493,Completed,393,4.0,0.4005
367,85,79,dish,"Dish was damaged in wind storm, needs fixing.",2025-10-25 15:28:19.898493,Completed,250,5.0,0.0387
368,194,54,oven/cooker,Stove top electric coil needs replacement.,2025-12-12 15:28:19.898493,Completed,816,4.0,0.0078
369,310,125,dish,Hide TV cables inside the wall for clean look.,2025-09-18 15:28:19.898493,Canceled,0,,0.4396
370,114,148,home cleaning,"Kitchen deep clean, grease buildup on surfaces.",2025-10-08 15:28:19.898493,Completed,430,5.0,0.0295
371,298,118,fan,Replace old ceiling fan with a modern one.,2025-07-16 15:28:19.898493,Canceled,0,,0.1456
372,10,116,painter,Textured wall finish for the bedroom.,2025-04-18 15:28:19.898493,Completed,1404,4.0,0.2408
373,133,112,air condition,Air conditioner gas recharge needed.,2025-07-21 15:28:19.898493,Canceled,0,,0.4177
374,333,43,fan,Pedestal fan making grinding noise.,2026-03-25 15:28:19.898493,Canceled,0,,0.0186
375,416,179,plumbing,"Bathroom pipe burst, flooding the floor!",2025-10-31 15:28:19.898493,Canceled,0,,0.0505
376,143,81,electrical,Chandelier replacement in the living room.,2025-08-12 15:28:19.898493,Completed,434,4.0,0.0302
377,390,135,home cleaning,Deep cleaning before moving into a new apartment.,2025-05-12 15:28:19.898493,Completed,750,5.0,0.0202
378,159,45,oven/cooker,"Cooker thermostat seems broken, overheating.",2025-12-06 15:28:19.898493,Canceled,0,,0.1279
379,286,40,home cleaning,Move-in cleaning and sanitization for new home.,2026-03-25 15:28:19.898493,Completed,598,4.0,0.1527
380,174,150,oven/cooker,"Oven temperature is inconsistent, burns food.",2026-02-03 15:28:19.898493,Completed,946,5.0,0.0374
381,201,145,fan,Replace old ceiling fan with a modern one.,2026-03-11 15:28:19.898493,Completed,322,3.0,0.1217
